"sku_id","record_date","daily_units_sold","avg_daily_demand_30d","observations_30d"
"SKU_1","2024-08-03","86","87.50","30"
"SKU_1","2024-08-04","72","86.20","30"
"SKU_1","2024-08-05","85","86.23","30"
"SKU_1","2024-08-06","67","85.50","30"
"SKU_1","2024-08-07","61","83.87","30"
"SKU_1","2024-08-08","64","83.53","30"
"SKU_1","2024-08-09","63","82.97","30"
"SKU_1","2024-08-10","59","82.17","30"
"SKU_1","2024-08-11","48","80.90","30"
"SKU_1","2024-08-12","47","78.97","30"
"SKU_1","2024-08-13","70","78.13","30"
"SKU_1","2024-08-14","80","77.37","30"
"SKU_1","2024-08-15","57","76.67","30"
"SKU_1","2024-08-16","60","75.50","30"
"SKU_1","2024-08-17","49","73.93","30"
"SKU_1","2024-08-18","80","73.00","30"
"SKU_1","2024-08-19","68","72.03","30"
"SKU_1","2024-08-20","74","71.80","30"
"SKU_1","2024-08-21","69","71.70","30"
"SKU_1","2024-08-22","47","69.50","30"
"SKU_1","2024-08-23","58","68.73","30"
"SKU_1","2024-08-24","64","67.90","30"
"SKU_1","2024-08-25","85","68.27","30"
"SKU_1","2024-08-26","57","67.47","30"
"SKU_1","2024-08-27","68","66.77","30"
"SKU_1","2024-08-28","43","65.70","30"
"SKU_1","2024-08-29","67","64.67","30"
"SKU_1","2024-08-30","52","64.40","30"
"SKU_1","2024-08-31","89","65.20","30"
"SKU_1","2024-09-01","63","65.07","30"
"SKU_1","2024-09-02","73","64.63","30"
"SKU_1","2024-09-03","73","64.67","30"
"SKU_1","2024-09-04","63","63.93","30"
"SKU_1","2024-09-05","44","63.17","30"
"SKU_1","2024-09-06","64","63.27","30"
"SKU_1","2024-09-07","65","63.30","30"
"SKU_1","2024-09-08","44","62.67","30"
"SKU_1","2024-09-09","60","62.70","30"
"SKU_1","2024-09-10","48","62.70","30"
"SKU_1","2024-09-11","53","62.90","30"
"SKU_1","2024-09-12","45","62.07","30"
"SKU_1","2024-09-13","45","60.90","30"
"SKU_1","2024-09-14","65","61.17","30"
"SKU_1","2024-09-15","28","60.10","30"
"SKU_1","2024-09-16","52","60.20","30"
"SKU_1","2024-09-17","31","58.57","30"
"SKU_1","2024-09-18","43","57.73","30"
"SKU_1","2024-09-19","69","57.57","30"
"SKU_1","2024-09-20","52","57.00","30"
"SKU_1","2024-09-21","44","56.90","30"
"SKU_1","2024-09-22","47","56.53","30"
"SKU_1","2024-09-23","56","56.27","30"
"SKU_1","2024-09-24","71","55.80","30"
"SKU_1","2024-09-25","71","56.27","30"
"SKU_1","2024-09-26","58","55.93","30"
"SKU_1","2024-09-27","33","55.60","30"
"SKU_1","2024-09-28","38","54.63","30"
"SKU_1","2024-09-29","33","54.00","30"
"SKU_1","2024-09-30","46","52.57","30"
"SKU_1","2024-10-01","47","52.03","30"
"SKU_1","2024-10-02","48","51.20","30"
"SKU_1","2024-10-03","72","51.17","30"
"SKU_1","2024-10-04","40","50.40","30"
"SKU_1","2024-10-05","64","51.07","30"
"SKU_1","2024-10-06","41","50.30","30"
"SKU_1","2024-10-07","50","49.80","30"
"SKU_1","2024-10-08","54","50.13","30"
"SKU_1","2024-10-09","50","49.80","30"
"SKU_1","2024-10-10","33","49.30","30"
"SKU_1","2024-10-11","60","49.53","30"
"SKU_1","2024-10-12","47","49.60","30"
"SKU_1","2024-10-13","69","50.40","30"
"SKU_1","2024-10-14","55","50.07","30"
"SKU_1","2024-10-15","39","50.43","30"
"SKU_1","2024-10-16","50","50.37","30"
"SKU_1","2024-10-17","50","51.00","30"
"SKU_1","2024-10-18","29","50.53","30"
"SKU_1","2024-10-19","39","49.53","30"
"SKU_1","2024-10-20","39","49.10","30"
"SKU_1","2024-10-21","56","49.50","30"
"SKU_1","2024-10-22","44","49.40","30"
"SKU_1","2024-10-23","46","49.07","30"
"SKU_1","2024-10-24","64","48.83","30"
"SKU_1","2024-10-25","46","48.00","30"
"SKU_1","2024-10-26","57","47.97","30"
"SKU_1","2024-10-27","76","49.40","30"
"SKU_1","2024-10-28","60","50.13","30"
"SKU_1","2024-10-29","66","51.23","30"
"SKU_1","2024-10-30","48","51.30","30"
"SKU_1","2024-10-31","61","51.77","30"
"SKU_1","2024-11-01","74","52.63","30"
"SKU_1","2024-11-02","62","52.30","30"
"SKU_1","2024-11-03","66","53.17","30"
"SKU_1","2024-11-04","67","53.27","30"
"SKU_1","2024-11-05","43","53.33","30"
"SKU_1","2024-11-06","66","53.87","30"
"SKU_1","2024-11-07","53","53.83","30"
"SKU_1","2024-11-08","90","55.17","30"
"SKU_1","2024-11-09","68","56.33","30"
"SKU_1","2024-11-10","58","56.27","30"
"SKU_1","2024-11-11","58","56.63","30"
"SKU_1","2024-11-12","62","56.40","30"
"SKU_1","2024-11-13","59","56.53","30"
"SKU_1","2024-11-14","67","57.47","30"
"SKU_1","2024-11-15","79","58.43","30"
"SKU_1","2024-11-16","73","59.20","30"
"SKU_1","2024-11-17","62","60.30","30"
"SKU_1","2024-11-18","70","61.33","30"
"SKU_1","2024-11-19","63","62.13","30"
"SKU_1","2024-11-20","65","62.43","30"
"SKU_1","2024-11-21","80","63.63","30"
"SKU_1","2024-11-22","70","64.43","30"
"SKU_1","2024-11-23","80","64.97","30"
"SKU_1","2024-11-24","68","65.70","30"
"SKU_1","2024-11-25","83","66.57","30"
"SKU_1","2024-11-26","80","66.70","30"
"SKU_1","2024-11-27","71","67.07","30"
"SKU_1","2024-11-28","69","67.17","30"
"SKU_1","2024-11-29","59","67.53","30"
"SKU_1","2024-11-30","49","67.13","30"
"SKU_1","2024-12-01","95","67.83","30"
"SKU_1","2024-12-02","80","68.43","30"
"SKU_1","2024-12-03","89","69.20","30"
"SKU_1","2024-12-04","78","69.57","30"
"SKU_1","2024-12-05","67","70.37","30"
"SKU_1","2024-12-06","81","70.87","30"
"SKU_1","2024-12-07","83","71.87","30"
"SKU_1","2024-12-08","99","72.17","30"
"SKU_1","2024-12-09","92","72.97","30"
"SKU_1","2024-12-10","97","74.27","30"
"SKU_1","2024-12-11","74","74.80","30"
"SKU_1","2024-12-12","94","75.87","30"
"SKU_1","2024-12-13","79","76.53","30"
"SKU_1","2024-12-14","114","78.10","30"
"SKU_1","2024-12-15","96","78.67","30"
"SKU_1","2024-12-16","90","79.23","30"
"SKU_1","2024-12-17","83","79.93","30"
"SKU_1","2024-12-18","67","79.83","30"
"SKU_1","2024-12-19","83","80.50","30"
"SKU_1","2024-12-20","101","81.70","30"
"SKU_1","2024-12-21","99","82.33","30"
"SKU_1","2024-12-22","84","82.80","30"
"SKU_1","2024-12-23","96","83.33","30"
"SKU_1","2024-12-24","94","84.20","30"
"SKU_1","2024-12-25","78","84.03","30"
"SKU_1","2024-12-26","86","84.23","30"
"SKU_1","2024-12-27","102","85.27","30"
"SKU_1","2024-12-28","101","86.33","30"
"SKU_1","2024-12-29","101","87.73","30"
"SKU_1","2024-12-30","95","89.27","30"
"SKU_10","2024-01-01","111","111.00","1"
"SKU_10","2024-01-02","112","111.50","2"
"SKU_10","2024-01-03","109","110.67","3"
"SKU_10","2024-01-04","87","104.75","4"
"SKU_10","2024-01-05","100","103.80","5"
"SKU_10","2024-01-06","112","105.17","6"
"SKU_10","2024-01-07","86","102.43","7"
"SKU_10","2024-01-08","111","103.50","8"
"SKU_10","2024-01-09","99","103.00","9"
"SKU_10","2024-01-10","103","103.00","10"
"SKU_10","2024-01-11","98","102.55","11"
"SKU_10","2024-01-12","108","103.00","12"
"SKU_10","2024-01-13","112","103.69","13"
"SKU_10","2024-01-14","121","104.93","14"
"SKU_10","2024-01-15","112","105.40","15"
"SKU_10","2024-01-16","120","106.31","16"
"SKU_10","2024-01-17","118","107.00","17"
"SKU_10","2024-01-18","119","107.67","18"
"SKU_10","2024-01-19","114","108.00","19"
"SKU_10","2024-01-20","127","108.95","20"
"SKU_10","2024-01-21","117","109.33","21"
"SKU_10","2024-01-22","127","110.14","22"
"SKU_10","2024-01-23","116","110.39","23"
"SKU_10","2024-01-24","123","110.92","24"
"SKU_10","2024-01-25","123","111.40","25"
"SKU_10","2024-01-26","110","111.35","26"
"SKU_10","2024-01-27","111","111.33","27"
"SKU_10","2024-01-28","134","112.14","28"
"SKU_10","2024-01-29","133","112.86","29"
"SKU_10","2024-01-30","107","112.67","30"
"SKU_10","2024-01-31","121","113.00","30"
"SKU_10","2024-02-01","133","113.70","30"
"SKU_10","2024-02-02","122","114.13","30"
"SKU_10","2024-02-03","118","115.17","30"
"SKU_10","2024-02-04","115","115.67","30"
"SKU_10","2024-02-05","145","116.77","30"
"SKU_10","2024-02-06","140","118.57","30"
"SKU_10","2024-02-07","132","119.27","30"
"SKU_10","2024-02-08","129","120.27","30"
"SKU_10","2024-02-09","136","121.37","30"
"SKU_10","2024-02-10","145","122.93","30"
"SKU_10","2024-02-11","119","123.30","30"
"SKU_10","2024-02-12","114","123.37","30"
"SKU_10","2024-02-13","122","123.40","30"
"SKU_10","2024-02-14","113","123.43","30"
"SKU_10","2024-02-15","159","124.73","30"
"SKU_10","2024-02-16","128","125.07","30"
"SKU_10","2024-02-17","139","125.73","30"
"SKU_10","2024-02-18","139","126.57","30"
"SKU_10","2024-02-19","157","127.57","30"
"SKU_10","2024-02-20","143","128.43","30"
"SKU_10","2024-02-21","132","128.60","30"
"SKU_10","2024-02-22","128","129.00","30"
"SKU_10","2024-02-23","139","129.53","30"
"SKU_10","2024-02-24","140","130.10","30"
"SKU_10","2024-02-25","133","130.87","30"
"SKU_10","2024-02-26","152","132.23","30"
"SKU_10","2024-02-27","169","133.40","30"
"SKU_10","2024-02-28","152","134.03","30"
"SKU_10","2024-02-29","146","135.33","30"
"SKU_10","2024-03-01","148","136.23","30"
"SKU_10","2024-03-02","145","136.63","30"
"SKU_10","2024-03-03","140","137.23","30"
"SKU_10","2024-03-04","140","137.97","30"
"SKU_10","2024-03-05","159","139.43","30"
"SKU_10","2024-03-06","155","139.77","30"
"SKU_10","2024-03-07","134","139.57","30"
"SKU_10","2024-03-08","152","140.23","30"
"SKU_10","2024-03-09","141","140.63","30"
"SKU_10","2024-03-10","161","141.47","30"
"SKU_10","2024-03-11","121","140.67","30"
"SKU_10","2024-03-12","142","141.43","30"
"SKU_10","2024-03-13","163","143.07","30"
"SKU_10","2024-03-14","157","144.23","30"
"SKU_10","2024-03-15","142","145.20","30"
"SKU_10","2024-03-16","149","144.87","30"
"SKU_10","2024-03-17","151","145.63","30"
"SKU_10","2024-03-18","149","145.97","30"
"SKU_10","2024-03-19","170","147.00","30"
"SKU_10","2024-03-20","146","146.63","30"
"SKU_10","2024-03-21","150","146.87","30"
"SKU_10","2024-03-22","142","147.20","30"
"SKU_10","2024-03-23","125","147.10","30"
"SKU_10","2024-03-24","162","147.87","30"
"SKU_10","2024-03-25","163","148.63","30"
"SKU_10","2024-03-26","149","149.17","30"
"SKU_10","2024-03-27","151","149.13","30"
"SKU_10","2024-03-28","181","149.53","30"
"SKU_10","2024-03-29","161","149.83","30"
"SKU_10","2024-03-30","132","149.37","30"
"SKU_10","2024-03-31","204","151.23","30"
"SKU_10","2024-04-01","160","151.73","30"
"SKU_10","2024-04-02","165","152.57","30"
"SKU_10","2024-04-03","150","152.90","30"
"SKU_10","2024-04-04","187","153.83","30"
"SKU_10","2024-04-05","132","153.07","30"
"SKU_10","2024-04-06","183","154.70","30"
"SKU_10","2024-04-07","150","154.63","30"
"SKU_10","2024-04-08","156","155.13","30"
"SKU_10","2024-04-09","131","154.13","30"
"SKU_10","2024-04-10","161","155.47","30"
"SKU_10","2024-04-11","153","155.83","30"
"SKU_10","2024-04-12","143","155.17","30"
"SKU_10","2024-04-13","146","154.80","30"
"SKU_10","2024-04-14","157","155.30","30"
"SKU_10","2024-04-15","150","155.33","30"
"SKU_10","2024-04-16","149","155.27","30"
"SKU_10","2024-04-17","142","155.03","30"
"SKU_10","2024-04-18","164","154.83","30"
"SKU_10","2024-04-19","135","154.47","30"
"SKU_10","2024-04-20","152","154.53","30"
"SKU_10","2024-04-21","156","155.00","30"
"SKU_10","2024-04-22","142","155.57","30"
"SKU_10","2024-04-23","137","154.73","30"
"SKU_10","2024-04-24","169","154.93","30"
"SKU_10","2024-04-25","175","155.80","30"
"SKU_10","2024-04-26","124","154.90","30"
"SKU_10","2024-04-27","154","154.00","30"
"SKU_10","2024-04-28","150","153.63","30"
"SKU_10","2024-04-29","127","153.47","30"
"SKU_10","2024-04-30","142","151.40","30"
"SKU_10","2024-05-01","153","151.17","30"
"SKU_10","2024-05-02","141","150.37","30"
"SKU_10","2024-05-03","111","149.07","30"
"SKU_10","2024-05-04","132","147.23","30"
"SKU_10","2024-05-05","145","147.67","30"
"SKU_10","2024-05-06","133","146.00","30"
"SKU_10","2024-05-07","122","145.07","30"
"SKU_10","2024-05-08","129","144.17","30"
"SKU_10","2024-05-09","153","144.90","30"
"SKU_10","2024-05-10","133","143.97","30"
"SKU_10","2024-05-11","131","143.23","30"
"SKU_10","2024-05-12","154","143.60","30"
"SKU_10","2024-05-13","115","142.57","30"
"SKU_10","2024-05-14","134","141.80","30"
"SKU_10","2024-05-15","137","141.37","30"
"SKU_10","2024-05-16","142","141.13","30"
"SKU_10","2024-05-17","117","140.30","30"
"SKU_10","2024-05-18","128","139.10","30"
"SKU_10","2024-05-19","126","138.80","30"
"SKU_10","2024-05-20","150","138.73","30"
"SKU_10","2024-05-21","113","137.30","30"
"SKU_10","2024-05-22","137","137.13","30"
"SKU_10","2024-05-23","120","136.57","30"
"SKU_10","2024-05-24","125","135.10","30"
"SKU_10","2024-05-25","131","133.63","30"
"SKU_10","2024-05-26","141","134.20","30"
"SKU_10","2024-05-27","121","133.10","30"
"SKU_10","2024-05-28","116","131.97","30"
"SKU_10","2024-05-29","138","132.33","30"
"SKU_10","2024-05-30","154","132.73","30"
"SKU_10","2024-05-31","113","131.40","30"
"SKU_10","2024-06-01","139","131.33","30"
"SKU_10","2024-06-02","134","132.10","30"
"SKU_10","2024-06-03","140","132.37","30"
"SKU_10","2024-06-04","120","131.53","30"
"SKU_10","2024-06-05","113","130.87","30"
"SKU_10","2024-06-06","145","131.63","30"
"SKU_10","2024-06-07","127","131.57","30"
"SKU_10","2024-06-08","114","130.27","30"
"SKU_10","2024-06-09","119","129.80","30"
"SKU_10","2024-06-10","117","129.33","30"
"SKU_10","2024-06-11","128","128.47","30"
"SKU_10","2024-06-12","107","128.20","30"
"SKU_10","2024-06-13","120","127.73","30"
"SKU_10","2024-06-14","113","126.93","30"
"SKU_10","2024-06-15","116","126.07","30"
"SKU_10","2024-06-16","118","126.10","30"
"SKU_10","2024-06-17","114","125.63","30"
"SKU_10","2024-06-18","95","124.60","30"
"SKU_10","2024-06-19","105","123.10","30"
"SKU_10","2024-06-20","92","122.40","30"
"SKU_10","2024-06-21","124","121.97","30"
"SKU_10","2024-06-22","113","121.73","30"
"SKU_10","2024-06-23","125","121.73","30"
"SKU_10","2024-06-24","101","120.73","30"
"SKU_10","2024-06-25","95","119.20","30"
"SKU_10","2024-06-26","114","118.97","30"
"SKU_10","2024-06-27","96","118.30","30"
"SKU_10","2024-06-28","97","116.93","30"
"SKU_10","2024-06-29","96","115.00","30"
"SKU_10","2024-06-30","97","114.47","30"
"SKU_10","2024-07-01","93","112.93","30"
"SKU_10","2024-07-02","77","111.03","30"
"SKU_10","2024-07-03","78","108.97","30"
"SKU_10","2024-07-04","99","108.27","30"
"SKU_10","2024-07-05","96","107.70","30"
"SKU_10","2024-07-06","97","106.10","30"
"SKU_10","2024-07-07","76","104.40","30"
"SKU_10","2024-07-08","104","104.07","30"
"SKU_10","2024-07-09","85","102.93","30"
"SKU_10","2024-07-10","93","102.13","30"
"SKU_10","2024-07-11","84","100.67","30"
"SKU_10","2024-07-12","90","100.10","30"
"SKU_10","2024-07-13","106","99.63","30"
"SKU_10","2024-07-14","91","98.90","30"
"SKU_10","2024-07-15","75","97.53","30"
"SKU_10","2024-07-16","87","96.50","30"
"SKU_10","2024-07-17","97","95.93","30"
"SKU_10","2024-07-18","75","95.27","30"
"SKU_10","2024-07-19","68","94.03","30"
"SKU_10","2024-07-20","104","94.43","30"
"SKU_10","2024-07-21","87","93.20","30"
"SKU_10","2024-07-22","89","92.40","30"
"SKU_10","2024-07-23","76","90.77","30"
"SKU_10","2024-07-24","69","89.70","30"
"SKU_10","2024-07-25","67","88.77","30"
"SKU_10","2024-07-26","75","87.47","30"
"SKU_10","2024-07-27","74","86.73","30"
"SKU_10","2024-07-28","80","86.17","30"
"SKU_10","2024-07-29","96","86.17","30"
"SKU_10","2024-07-30","64","85.07","30"
"SKU_10","2024-07-31","90","84.97","30"
"SKU_10","2024-08-01","97","85.63","30"
"SKU_10","2024-08-02","75","85.53","30"
"SKU_10","2024-08-03","75","84.73","30"
"SKU_10","2024-08-04","64","83.67","30"
"SKU_10","2024-08-05","93","83.53","30"
"SKU_10","2024-08-06","73","83.43","30"
"SKU_10","2024-08-07","81","82.67","30"
"SKU_10","2024-08-08","67","82.07","30"
"SKU_10","2024-08-09","58","80.90","30"
"SKU_10","2024-08-10","52","79.83","30"
"SKU_10","2024-08-11","79","79.47","30"
"SKU_10","2024-08-12","74","78.40","30"
"SKU_10","2024-08-13","69","77.67","30"
"SKU_10","2024-08-14","56","77.03","30"
"SKU_10","2024-08-15","45","75.63","30"
"SKU_10","2024-08-16","49","74.03","30"
"SKU_10","2024-08-17","75","74.03","30"
"SKU_10","2024-08-18","62","73.83","30"
"SKU_10","2024-08-19","70","72.70","30"
"SKU_10","2024-08-20","62","71.87","30"
"SKU_10","2024-08-21","68","71.17","30"
"SKU_10","2024-08-22","64","70.77","30"
"SKU_10","2024-08-23","50","70.13","30"
"SKU_10","2024-08-24","60","69.90","30"
"SKU_10","2024-08-25","48","69.00","30"
"SKU_10","2024-08-26","41","67.90","30"
"SKU_10","2024-08-27","77","67.80","30"
